ID,County,State,TotalPop,Total income,poverty population,poverty percentage,percapitalincome
388,Campbell,South Dakota,1443,52175994.0,68.0,5.0,36158.0
389,Campbell,Tennessee,39824,847512792.0,8219.0,21.0,21281.0
390,Campbell,Virginia,55158,1457119684.0,6440.0,12.0,26417.0
391,Campbell,Wyoming,48116,1597430727.0,4494.0,9.0,33200.0
392,Camuy Municipio,Puerto Rico,32936,320713573.0,15971.0,48.0,9737.0
393,Canadian,Oklahoma,132922,3968020104.0,10514.0,8.0,29852.0
394,Candler,Georgia,10894,198633369.0,3434.0,32.0,18233.0
395,Cannon,Tennessee,13839,340370721.0,2357.0,17.0,24595.0
396,Canyon,Idaho,207027,4091802634.0,35707.0,17.0,19765.0
397,Canóvanas Municipio,Puerto Rico,46779,518984683.0,20044.0,43.0,11094.0
398,Cape Girardeau,Missouri,78013,2025621997.0,14259.0,18.0,25965.0
399,Cape May,New Jersey,94549,3427972169.0,9995.0,11.0,36256.0
400,Carbon,Montana,10466,331741298.0,1041.0,10.0,31697.0
401,Carbon,Pennsylvania,63987,1643200979.0,8210.0,13.0,25680.0
402,Carbon,Utah,20512,462251364.0,3350.0,16.0,22536.0
403,Carbon,Wyoming,15689,436110823.0,2097.0,13.0,27797.0
404,Caribou,Idaho,6862,176143956.0,645.0,9.0,25669.0
405,Carlisle,Kentucky,4890,117434139.0,852.0,17.0,24015.0
406,Carlton,Minnesota,35408,952490724.0,4329.0,12.0,26900.0
407,Carolina Municipio,Puerto Rico,161684,2617338612.0,46960.0,29.0,16188.0
408,Caroline,Maryland,32785,831260510.0,5426.0,17.0,25355.0
409,Caroline,Virginia,29889,838041932.0,3653.0,12.0,28038.0
410,Carroll,Arkansas,27782,604352255.0,4383.0,16.0,21753.0
411,Carroll,Georgia,114898,2658661712.0,21785.0,19.0,23139.0
412,Carroll,Illinois,14704,405899756.0,1669.0,11.0,27605.0
413,Carroll,Indiana,19994,531617927.0,2043.0,10.0,26589.0
414,Carroll,Iowa,20428,596302848.0,2099.0,10.0,29190.0
415,Carroll,Kentucky,10695,238459350.0,2960.0,28.0,22296.0
416,Carroll,Maryland,167319,6640960158.0,9266.0,6.0,39690.0
417,Carroll,Mississippi,10221,235034504.0,1420.0,14.0,22995.0
418,Carroll,Missouri,8909,219533092.0,1645.0,18.0,24642.0
419,Carroll,New Hampshire,47524,1694049330.0,4395.0,9.0,35646.0
420,Carroll,Ohio,27825,748713175.0,4124.0,15.0,26908.0
421,Carroll,Tennessee,28137,578419753.0,5573.0,20.0,20557.0
422,Carroll,Virginia,29767,705191862.0,4341.0,15.0,23690.0
423,Carson City,Nevada,54219,1520531321.0,7941.0,15.0,28044.0
424,Carson,Texas,6033,191777240.0,388.0,6.0,31788.0
425,Carter,Kentucky,27385,506004914.0,5861.0,21.0,18477.0
426,Carter,Missouri,6255,134915943.0,909.0,15.0,21569.0
427,Carter,Montana,1320,40469880.0,156.0,12.0,30659.0
428,Carter,Oklahoma,48407,1208464694.0,7931.0,16.0,24965.0
429,Carter,Tennessee,56500,1186581983.0,13806.0,24.0,21001.0
430,Carteret,North Carolina,68699,2123025380.0,8626.0,13.0,30903.0
431,Carver,Minnesota,98799,4368070916.0,3965.0,4.0,44212.0
432,Cascade,Montana,81816,2319482013.0,10694.0,13.0,28350.0
433,Casey,Kentucky,15805,289535547.0,4210.0,27.0,18319.0
434,Cass,Illinois,12880,327813131.0,1681.0,13.0,25451.0
435,Cass,Indiana,38248,902350382.0,5317.0,14.0,23592.0
436,Cass,Iowa,13327,352197641.0,2007.0,15.0,26427.0
437,Cass,Michigan,51397,1440062215.0,6983.0,14.0,28018.0
438,Cass,Minnesota,28810,806796290.0,4425.0,15.0,28004.0
439,Cass,Missouri,101888,3119554064.0,9686.0,10.0,30617.0
440,Cass,Nebraska,25513,829399929.0,1619.0,6.0,32509.0
441,Cass,North Dakota,170620,5833964157.0,19783.0,12.0,34193.0
442,Cass,Texas,30118,666955518.0,5565.0,18.0,22145.0
443,Cassia,Idaho,23472,469608763.0,3462.0,15.0,20007.0
444,Castro,Texas,7891,175908604.0,1258.0,16.0,22292.0
445,Caswell,North Carolina,22833,495293000.0,4950.0,22.0,21692.0
446,Catahoula Parish,Louisiana,10044,208077774.0,2181.0,22.0,20717.0
447,Catawba,North Carolina,156182,4054503693.0,22388.0,14.0,25960.0
448,Cataño Municipio,Puerto Rico,25595,297598388.0,12649.0,49.0,11627.0
449,Catoosa,Georgia,65870,1689080130.0,7133.0,11.0,25643.0
450,Catron,New Mexico,3547,79761389.0,763.0,22.0,22487.0
451,Cattaraugus,New York,78175,1874916544.0,13239.0,17.0,23984.0
452,Cavalier,North Dakota,3817,164681107.0,331.0,9.0,43144.0
453,Cayey Municipio,Puerto Rico,45431,572155773.0,19829.0,44.0,12594.0
454,Cayuga,New York,78319,2189556333.0,9535.0,12.0,27957.0
455,Cecil,Maryland,102416,3332787579.0,9819.0,10.0,32542.0
456,Cedar,Iowa,18368,557682847.0,1002.0,5.0,30362.0
457,Cedar,Missouri,13862,280404873.0,3127.0,23.0,20228.0
458,Cedar,Nebraska,8561,254213310.0,828.0,10.0,29694.0
459,Ceiba Municipio,Puerto Rico,12238,144855750.0,5290.0,43.0,11837.0
460,Centre,Pennsylvania,160646,4585561892.0,33527.0,21.0,28545.0
461,Cerro Gordo,Iowa,43134,1349734347.0,4866.0,11.0,31292.0
462,Chaffee,Colorado,18818,543975523.0,1830.0,10.0,28907.0
463,Chambers,Alabama,33895,745757551.0,6378.0,19.0,22002.0
464,Chambers,Texas,39283,1233953300.0,5077.0,13.0,31412.0
465,Champaign,Illinois,207946,5918782658.0,50216.0,24.0,28463.0
466,Champaign,Ohio,39005,995723508.0,4344.0,11.0,25528.0
467,Chariton,Missouri,7586,177991385.0,1077.0,14.0,23463.0
468,Charles City,Virginia,7022,229544759.0,927.0,13.0,32689.0
469,Charles,Maryland,156021,6067676657.0,10802.0,7.0,38890.0
470,Charles Mix,South Dakota,9319,203198398.0,1998.0,21.0,21805.0
471,Charleston,South Carolina,387847,13802187362.0,60165.0,16.0,35587.0
472,Charlevoix,Michigan,26160,830066028.0,3048.0,12.0,31730.0
473,Charlotte,Florida,173236,5065885155.0,20844.0,12.0,29243.0
474,Charlotte,Virginia,12176,241447695.0,2763.0,23.0,19830.0
475,Charlottesville city,Virginia,46487,1527545993.0,11829.0,25.0,32860.0
476,Charlton,Georgia,12963,247615377.0,3010.0,23.0,19102.0
477,Chase,Kansas,2665,65209885.0,336.0,13.0,24469.0
478,Chase,Nebraska,3803,128191524.0,304.0,8.0,33708.0
479,Chatham,Georgia,285506,8212730015.0,50307.0,18.0,28766.0
480,Chatham,North Carolina,68364,2524863467.0,9128.0,13.0,36933.0
481,Chattahoochee,Georgia,11096,252705561.0,1457.0,13.0,22774.0
482,Chattooga,Georgia,24880,440782750.0,5628.0,23.0,17716.0
483,Chautauqua,Kansas,3425,80901925.0,490.0,14.0,23621.0
484,Chautauqua,New York,130846,3135395342.0,24755.0,19.0,23962.0
485,Chaves,New Mexico,65454,1386145367.0,13883.0,21.0,21177.0
486,Cheatham,Tennessee,39713,1019560452.0,5050.0,13.0,25673.0
487,Cheboygan,Michigan,25475,635757451.0,4279.0,17.0,24956.0
488,Chelan,Washington,75138,2074180475.0,9658.0,13.0,27605.0
489,Chemung,New York,86883,2364008513.0,13807.0,16.0,27209.0
490,Chenango,New York,48763,1230447325.0,7105.0,15.0,25233.0
491,Cherokee,Alabama,25855,594916459.0,4180.0,16.0,23010.0
492,Cherokee,Georgia,235896,7894538128.0,22454.0,10.0,33466.0
493,Cherokee,Iowa,11577,358577019.0,1398.0,12.0,30973.0
494,Cherokee,Kansas,20501,430633530.0,2803.0,14.0,21005.0
495,Cherokee,North Carolina,27463,580906261.0,4623.0,17.0,21152.0
496,Cherokee,Oklahoma,48404,958380983.0,10240.0,21.0,19800.0
497,Cherokee,South Carolina,56549,1160143117.0,12450.0,22.0,20516.0
498,Cherokee,Texas,51594,1088760214.0,9660.0,19.0,21102.0
499,Cherry,Nebraska,5792,161544622.0,522.0,9.0,27891.0
500,Chesapeake city,Virginia,235410,7562181637.0,22383.0,10.0,32123.0
501,Cheshire,New Hampshire,76109,2440936154.0,8122.0,11.0,32072.0
502,Chester,Pennsylvania,514652,23805763972.0,35998.0,7.0,46256.0
503,Chester,South Carolina,32424,665278863.0,7067.0,22.0,20518.0
504,Chester,Tennessee,17097,350440161.0,3229.0,19.0,20497.0
505,Chesterfield,South Carolina,46127,911841522.0,10976.0,24.0,19768.0
506,Chesterfield,Virginia,335594,11869845324.0,24176.0,7.0,35370.0
507,Cheyenne,Colorado,2127,50405646.0,251.0,12.0,23698.0
508,Cheyenne,Kansas,2677,74779318.0,300.0,11.0,27934.0
509,Cheyenne,Nebraska,10012,330339697.0,1094.0,11.0,32994.0
510,Chickasaw,Iowa,12140,339591458.0,1087.0,9.0,27973.0
511,Chickasaw,Mississippi,17305,339343317.0,3969.0,23.0,19610.0
512,Chicot,Arkansas,11008,226325111.0,3166.0,29.0,20560.0
513,Childress,Texas,7064,132057940.0,1263.0,18.0,18694.0
514,Chilton,Alabama,43805,1023611899.0,8500.0,19.0,23367.0
515,Chippewa,Michigan,38023,834914493.0,6540.0,17.0,21958.0
516,Chippewa,Minnesota,12040,353431070.0,1335.0,11.0,29355.0
517,Chippewa,Wisconsin,63445,1714299783.0,6930.0,11.0,27020.0
518,Chisago,Minnesota,54297,1743206876.0,2984.0,5.0,32105.0
519,Chittenden,Vermont,160985,5857321378.0,19139.0,12.0,36384.0
520,Choctaw,Alabama,13188,276865004.0,2944.0,22.0,20994.0
521,Choctaw,Mississippi,8360,165660880.0,2046.0,24.0,19816.0
522,Choctaw,Oklahoma,14979,291289508.0,4658.0,31.0,19447.0
523,Chouteau,Montana,5812,127944240.0,1167.0,20.0,22014.0
524,Chowan,North Carolina,14370,338301667.0,3293.0,23.0,23542.0
525,Christian,Illinois,33562,859654930.0,4250.0,13.0,25614.0
526,Christian,Kentucky,72438,1549672902.0,13717.0,19.0,21393.0
527,Christian,Missouri,83028,2210849013.0,8666.0,10.0,26628.0
528,Churchill,Nevada,24022,605624408.0,3307.0,14.0,25211.0
529,Ciales Municipio,Puerto Rico,17325,139442027.0,10071.0,58.0,8049.0
530,Cibola,New Mexico,27049,480598105.0,7699.0,28.0,17768.0
531,Cidra Municipio,Puerto Rico,41181,451545873.0,17786.0,43.0,10965.0
532,Cimarron,Oklahoma,2221,63212587.0,352.0,16.0,28461.0
533,Citrus,Florida,141373,3539139192.0,24662.0,17.0,25034.0
534,Clackamas,Oregon,399962,15018912711.0,35904.0,9.0,37551.0
535,Claiborne,Mississippi,9106,119247174.0,4182.0,46.0,13095.0
536,Claiborne,Tennessee,31566,637125220.0,7074.0,22.0,20184.0
537,Claiborne Parish,Louisiana,16296,266987051.0,4860.0,30.0,16384.0
538,Clallam,Washington,73439,2119222338.0,12603.0,17.0,28857.0
539,Clare,Michigan,30597,648597473.0,7219.0,24.0,21198.0
540,Clarendon,South Carolina,34156,704176289.0,7650.0,22.0,20616.0
541,Clarion,Pennsylvania,38747,914214093.0,6924.0,18.0,23594.0
542,Clark,Arkansas,22495,458503965.0,4944.0,22.0,20382.0
543,Clark,Idaho,1055,16123565.0,255.0,24.0,15283.0
544,Clark,Illinois,15924,453756447.0,2278.0,14.0,28495.0
545,Clark,Indiana,114893,3087704703.0,11278.0,10.0,26875.0
546,Clark,Kansas,2089,56584743.0,186.0,9.0,27087.0
547,Clark,Kentucky,35757,937515954.0,5335.0,15.0,26219.0
548,Clark,Missouri,6807,178701983.0,1046.0,15.0,26253.0
549,Clark,Nevada,2112436,58554464661.0,309807.0,15.0,27719.0
550,Clark,Ohio,135520,3424546837.0,23022.0,17.0,25270.0
551,Clark,South Dakota,3642,97456278.0,484.0,13.0,26759.0
552,Clark,Washington,457474,14713418301.0,47069.0,10.0,32162.0
553,Clark,Wisconsin,34513,808901369.0,4562.0,13.0,23438.0
554,Clarke,Alabama,24625,511336527.0,6211.0,25.0,20765.0
555,Clarke,Georgia,123554,2619715601.0,46237.0,37.0,21203.0
556,Clarke,Iowa,9267,239815829.0,1429.0,15.0,25878.0
557,Clarke,Mississippi,16089,330857689.0,2981.0,19.0,20564.0
558,Clarke,Virginia,14331,553996478.0,1494.0,10.0,38657.0
559,Clatsop,Oregon,38021,1068946177.0,4635.0,12.0,28115.0
560,Clay,Alabama,13407,285969288.0,2570.0,19.0,21330.0
561,Clay,Arkansas,15190,291208661.0,3381.0,22.0,19171.0
562,Clay,Florida,203291,5813867183.0,21246.0,10.0,28599.0
563,Clay,Georgia,3024,44026416.0,1252.0,41.0,14559.0
564,Clay,Illinois,13393,344203253.0,1879.0,14.0,25700.0
565,Clay,Indiana,26375,641937363.0,3668.0,14.0,24339.0
566,Clay,Iowa,16387,467261594.0,1931.0,12.0,28514.0
567,Clay,Kansas,8203,230629545.0,771.0,9.0,28115.0
568,Clay,Kentucky,20866,321087504.0,8148.0,39.0,15388.0
569,Clay,Minnesota,62040,1744690895.0,8414.0,14.0,28122.0
570,Clay,Mississippi,19990,384217903.0,5333.0,27.0,19221.0
571,Clay,Missouri,236068,7543105255.0,20960.0,9.0,31953.0
572,Clay,Nebraska,6264,170852655.0,695.0,11.0,27275.0
573,Clay,North Carolina,10753,273478032.0,1889.0,18.0,25433.0
574,Clay,South Dakota,13907,341298339.0,3791.0,27.0,24541.0
575,Clay,Tennessee,7684,135755398.0,2045.0,27.0,17667.0
576,Clay,Texas,10369,286111664.0,1558.0,15.0,27593.0
577,Clay,West Virginia,8901,144451351.0,2248.0,25.0,16229.0
578,Clayton,Georgia,274150,5345290741.0,60287.0,22.0,19498.0
579,Clayton,Iowa,17711,490939280.0,1834.0,10.0,27719.0
580,Clear Creek,Colorado,9257,381913808.0,635.0,7.0,41257.0
581,Clearfield,Pennsylvania,80539,1817605632.0,12366.0,15.0,22568.0
582,Clearwater,Idaho,8533,189165953.0,1174.0,14.0,22169.0
583,Clearwater,Minnesota,8824,216318459.0,1585.0,18.0,24515.0
584,Cleburne,Alabama,14939,311816584.0,2876.0,19.0,20873.0
585,Cleburne,Arkansas,25361,664166003.0,3896.0,15.0,26188.0
586,Clermont,Ohio,202166,6431361290.0,19775.0,10.0,31812.0
587,Cleveland,Arkansas,8332,193064844.0,1608.0,19.0,23171.0
588,Cleveland,North Carolina,97038,2102233231.0,19275.0,20.0,21664.0
589,Cleveland,Oklahoma,274024,8010043489.0,38814.0,14.0,29231.0
590,Clinch,Georgia,6788,116383314.0,2678.0,39.0,17145.0
591,Clinton,Illinois,37640,1143573107.0,3576.0,10.0,30382.0
592,Clinton,Indiana,32455,769889104.0,4329.0,13.0,23722.0
593,Clinton,Iowa,47587,1336748032.0,6232.0,13.0,28091.0
594,Clinton,Kentucky,10208,197265488.0,2050.0,20.0,19325.0
595,Clinton,Michigan,77321,2535535634.0,7825.0,10.0,32792.0
596,Clinton,Missouri,20495,566791502.0,2273.0,11.0,27655.0
597,Clinton,New York,81224,2098208212.0,12344.0,15.0,25832.0
598,Clinton,Ohio,41869,1056678649.0,6196.0,15.0,25238.0
599,Clinton,Pennsylvania,39321,896267193.0,7030.0,18.0,22794.0
600,Cloud,Kansas,9191,235101841.0,1092.0,12.0,25580.0
601,Coahoma,Mississippi,24296,405702328.0,8739.0,36.0,16698.0
602,Coal,Oklahoma,5666,136008722.0,1148.0,20.0,24004.0
603,Coamo Municipio,Puerto Rico,39796,410160995.0,19226.0,48.0,10307.0
604,Cobb,Georgia,739072,27040652858.0,80956.0,11.0,36587.0
605,Cochise,Arizona,126516,3149804037.0,22884.0,18.0,24896.0
606,Cochran,Texas,2932,56279740.0,727.0,25.0,19195.0
607,Cocke,Tennessee,35262,711887295.0,8827.0,25.0,20189.0
608,Coconino,Arizona,138639,3566109255.0,34618.0,25.0,25722.0
609,Codington,South Dakota,27963,817888394.0,3280.0,12.0,29249.0
610,Coffee,Alabama,51073,1338947163.0,8307.0,16.0,26216.0
611,Coffee,Georgia,43048,815550996.0,10444.0,24.0,18945.0
612,Coffee,Tennessee,54074,1338233726.0,8212.0,15.0,24748.0
613,Coffey,Kansas,8328,263827748.0,939.0,11.0,31680.0
614,Coke,Texas,3238,79728422.0,533.0,16.0,24623.0
615,Colbert,Alabama,54435,1288740723.0,9132.0,17.0,23675.0
616,Cole,Missouri,76749,2115136340.0,9469.0,12.0,27559.0
617,Coleman,Texas,8422,222638255.0,1709.0,20.0,26435.0
618,Coles,Illinois,52540,1369196003.0,12196.0,23.0,26060.0
619,Colfax,Nebraska,10616,248337669.0,871.0,8.0,23393.0
620,Colfax,New Mexico,12522,272795073.0,2957.0,24.0,21785.0
621,Colleton,South Carolina,37581,791412966.0,8363.0,22.0,21059.0
622,Collier,Florida,356774,14713013094.0,45754.0,13.0,41239.0
623,Collin,Texas,914075,38033713958.0,62857.0,7.0,41609.0
624,Collingsworth,Texas,3026,64623256.0,454.0,15.0,21356.0
625,Colonial Heights city,Virginia,17582,485415121.0,2330.0,13.0,27609.0
626,Colorado,Texas,20913,558154839.0,2505.0,12.0,26689.0
627,Colquitt,Georgia,45890,831569650.0,11673.0,25.0,18121.0
628,Columbia,Arkansas,23992,486943118.0,6051.0,25.0,20296.0
629,Columbia,Florida,68484,1565214330.0,11939.0,17.0,22855.0
630,Columbia,Georgia,143723,4558842436.0,12312.0,9.0,31720.0
631,Columbia,New York,61481,2135628604.0,7050.0,11.0,34736.0
632,Columbia,Oregon,50207,1428875558.0,6183.0,12.0,28460.0
633,Columbia,Pennsylvania,66615,1659231365.0,11986.0,18.0,24908.0
634,Columbia,Washington,3999,115771050.0,580.0,15.0,28950.0
635,Columbia,Wisconsin,56790,1776968068.0,4755.0,8.0,31290.0
636,Columbiana,Ohio,104584,2589325263.0,16229.0,16.0,24758.0
637,Columbus,North Carolina,56589,1236435100.0,13366.0,24.0,21849.0
638,Colusa,California,21479,551505832.0,3004.0,14.0,25677.0
639,Comal,Texas,129100,4627085245.0,11959.0,9.0,35841.0
640,Comanche,Kansas,1741,49423508.0,141.0,8.0,28388.0
641,Comanche,Oklahoma,123066,3099482220.0,20377.0,17.0,25186.0
642,Comanche,Texas,13492,306951950.0,2467.0,18.0,22751.0
643,Comerío Municipio,Puerto Rico,19914,140342735.0,11744.0,59.0,7047.0
644,Concho,Texas,3858,67565154.0,328.0,9.0,17513.0
645,Concordia Parish,Louisiana,20211,354731336.0,6106.0,30.0,17551.0
646,Conecuh,Alabama,12649,206652255.0,3335.0,26.0,16337.0
647,Conejos,Colorado,8147,155172010.0,1719.0,21.0,19047.0
648,Contra Costa,California,1123678,48203514966.0,109551.0,10.0,42898.0
649,Converse,Wyoming,14166,452579083.0,1127.0,8.0,31948.0
650,Conway,Arkansas,20954,468642899.0,3894.0,19.0,22365.0
651,Cook,Georgia,17190,302322752.0,4150.0,24.0,17587.0
652,Cook,Illinois,5238541,176651656426.0,838300.0,16.0,33722.0
653,Cook,Minnesota,5270,167753414.0,685.0,13.0,31832.0
654,Cooke,Texas,39064,1135472756.0,5458.0,14.0,29067.0
655,Cooper,Missouri,17620,394168880.0,1972.0,11.0,22371.0
656,Coos,New Hampshire,32119,831718515.0,4493.0,14.0,25895.0
657,Coos,Oregon,62921,1636399849.0,11260.0,18.0,26007.0
658,Coosa,Alabama,10955,222845133.0,1593.0,15.0,20342.0
659,Copiah,Mississippi,28748,539193275.0,6942.0,24.0,18756.0
660,Corozal Municipio,Puerto Rico,34933,275515475.0,19257.0,55.0,7887.0
661,Corson,South Dakota,4177,63325339.0,1999.0,48.0,15160.0
662,Cortland,New York,48334,1269806075.0,7967.0,16.0,26271.0
663,Coryell,Texas,75818,1605170447.0,10553.0,14.0,21171.0
664,Coshocton,Ohio,36602,787663230.0,5506.0,15.0,21520.0
665,Costilla,Colorado,3628,75232592.0,1073.0,30.0,20737.0
666,Cottle,Texas,1498,30807868.0,367.0,24.0,20566.0
667,Cotton,Oklahoma,6000,131320832.0,921.0,15.0,21887.0
668,Cottonwood,Minnesota,11437,311152992.0,1791.0,16.0,27206.0
669,Covington,Alabama,37519,841599470.0,6628.0,18.0,22431.0
670,Covington,Mississippi,19172,359459561.0,4427.0,23.0,18749.0
671,Covington city,Virginia,5675,125407089.0,1122.0,20.0,22098.0
672,Coweta,Georgia,138015,4354112348.0,16091.0,12.0,31548.0
673,Cowley,Kansas,35732,826500875.0,5816.0,16.0,23131.0
674,Cowlitz,Washington,103590,2680667663.0,17694.0,17.0,25878.0
675,Craig,Oklahoma,14563,300956681.0,2649.0,18.0,20666.0
676,Craig,Virginia,5131,137269643.0,477.0,9.0,26753.0
677,Craighead,Arkansas,104246,2668080625.0,19878.0,19.0,25594.0
678,Crane,Texas,4836,118878552.0,571.0,12.0,24582.0
679,Craven,North Carolina,103374,2773468421.0,15585.0,15.0,26829.0
680,Crawford,Arkansas,62119,1373099046.0,10365.0,17.0,22104.0
681,Crawford,Georgia,12385,275094205.0,2235.0,18.0,22212.0
682,Crawford,Illinois,19214,498711322.0,2331.0,12.0,25956.0
683,Crawford,Indiana,10598,205853122.0,1882.0,18.0,19424.0
684,Crawford,Iowa,17131,467156378.0,3182.0,19.0,27270.0
685,Crawford,Kansas,39099,829187823.0,8361.0,21.0,21207.0
686,Crawford,Michigan,13821,316374649.0,2274.0,16.0,22891.0
687,Crawford,Missouri,24387,507225846.0,4884.0,20.0,20799.0
688,Crawford,Ohio,42231,1029852668.0,6863.0,16.0,24386.0
689,Crawford,Pennsylvania,86847,2146508047.0,12606.0,15.0,24716.0
690,Crawford,Wisconsin,16313,397889960.0,2159.0,13.0,24391.0
691,Creek,Oklahoma,70899,1705535902.0,10790.0,15.0,24056.0
692,Crenshaw,Alabama,13866,299232719.0,2443.0,18.0,21580.0
693,Crisp,Georgia,23005,488291807.0,7165.0,31.0,21225.0
694,Crittenden,Arkansas,49278,1021080740.0,11596.0,24.0,20721.0
695,Crittenden,Kentucky,9154,208393254.0,1626.0,18.0,22765.0
696,Crockett,Tennessee,14554,306454374.0,2576.0,18.0,21056.0
697,Crockett,Texas,3836,89363456.0,802.0,21.0,23296.0
698,Crook,Oregon,21717,526394334.0,3327.0,15.0,24239.0
699,Crook,Wyoming,7347,251165591.0,374.0,5.0,34186.0
700,Crosby,Texas,5895,118231876.0,1226.0,21.0,20056.0
701,Cross,Arkansas,17164,392956553.0,3095.0,18.0,22894.0
702,Crow Wing,Minnesota,63505,1905961259.0,6173.0,10.0,30013.0
703,Crowley,Colorado,5514,79363002.0,1356.0,25.0,14393.0
704,Culberson,Texas,2257,37834091.0,664.0,29.0,16763.0
705,Culebra Municipio,Puerto Rico,1494,17106300.0,624.0,42.0,11450.0
706,Cullman,Alabama,81703,1785790548.0,13344.0,16.0,21857.0
707,Culpeper,Virginia,49795,1492798259.0,4417.0,9.0,29979.0
708,Cumberland,Illinois,10899,272002958.0,1557.0,14.0,24957.0
709,Cumberland,Kentucky,6744,125899023.0,1396.0,21.0,18668.0
710,Cumberland,Maine,289173,10635854127.0,30817.0,11.0,36780.0
711,Cumberland,New Jersey,154952,3565783480.0,28057.0,18.0,23012.0
712,Cumberland,North Carolina,332766,7862177857.0,59481.0,18.0,23627.0
713,Cumberland,Pennsylvania,245801,8417598542.0,19827.0,8.0,34246.0
714,Cumberland,Tennessee,58178,1376954973.0,9397.0,16.0,23668.0
715,Cumberland,Virginia,9797,230108576.0,2136.0,22.0,23488.0
716,Cuming,Nebraska,9039,259984343.0,721.0,8.0,28763.0
717,Currituck,North Carolina,25247,740752351.0,2304.0,9.0,29340.0
718,Curry,New Mexico,50283,1137800842.0,11310.0,22.0,22628.0
719,Curry,Oregon,22377,602512728.0,3447.0,15.0,26926.0
720,Custer,Colorado,4505,117274160.0,707.0,16.0,26032.0
721,Custer,Idaho,4141,96443890.0,783.0,19.0,23290.0
722,Custer,Montana,11895,339015847.0,1167.0,10.0,28501.0
723,Custer,Nebraska,10836,353311735.0,1296.0,12.0,32605.0
724,Custer,Oklahoma,29169,718167812.0,4803.0,16.0,24621.0
725,Custer,South Dakota,8519,264216592.0,1123.0,13.0,31015.0
726,Cuyahoga,Ohio,1257401,38276364340.0,231761.0,18.0,30441.0
727,Dade,Georgia,16282,377486612.0,2895.0,18.0,23184.0
728,Dade,Missouri,7581,155170190.0,1739.0,23.0,20468.0
729,Daggett,Utah,702,20030166.0,28.0,4.0,28533.0
730,Dakota,Minnesota,414655,16114683840.0,28524.0,7.0,38863.0
731,Dakota,Nebraska,20529,461139183.0,3432.0,17.0,22463.0
732,Dale,Alabama,49393,1145622623.0,9674.0,20.0,23194.0
733,Dallam,Texas,7207,181771229.0,1146.0,16.0,25221.0
734,Dallas,Alabama,40755,743679923.0,13025.0,32.0,18248.0
735,Dallas,Arkansas,7585,138875822.0,979.0,13.0,18309.0
736,Dallas,Iowa,80864,3430036164.0,4391.0,5.0,42417.0
737,Dallas,Missouri,16441,323014528.0,2588.0,16.0,19647.0
738,Dallas,Texas,2552213,76081910140.0,453254.0,18.0,29810.0
739,Dane,Wisconsin,522837,19445904787.0,69872.0,13.0,37193.0
740,Daniels,Montana,1788,64561104.0,82.0,5.0,36108.0
741,Danville city,Virginia,41911,917110713.0,9069.0,22.0,21882.0
742,Dare,North Carolina,35412,1094164635.0,3133.0,9.0,30898.0
743,Darke,Ohio,51919,1285937439.0,6040.0,12.0,24768.0
744,Darlington,South Carolina,67572,1434246108.0,15406.0,23.0,21225.0
745,Dauphin,Pennsylvania,273329,8514851332.0,36170.0,13.0,31152.0
746,Davidson,North Carolina,164118,3976698515.0,26273.0,16.0,24231.0
747,Davidson,Tennessee,678322,21941452905.0,115519.0,17.0,32347.0
748,Davie,North Carolina,41766,1221008624.0,5847.0,14.0,29235.0
749,Daviess,Indiana,32777,714340499.0,4255.0,13.0,21794.0
