ID,County,State,TotalPop,poverty percentage,percapitalincome,cases,deaths,TotalCasesPer100K,TotalDeathsPer100K
2286,Prairie,Montana,1325,10.0,28366.0,12541,160.0,946490.5660377359,12075.471698113208
2287,Pratt,Kansas,9670,11.0,27063.0,76251,1663.0,788531.5408479834,17197.51809720786
2288,Preble,Ohio,41328,12.0,25374.0,310765,4517.0,751947.8319783198,10929.636082075107
2289,Prentiss,Mississippi,25389,23.0,19016.0,300295,6329.0,1182776.0053566506,24928.118476505573
2290,Presidio,Texas,7191,26.0,15328.0,67258,2063.0,935308.0239187874,28688.638575997775
2291,Presque Isle,Michigan,12854,15.0,24793.0,53018,1439.0,412463.0465224833,11194.958767698772
2292,Preston,West Virginia,33760,15.0,22540.0,179480,3116.0,531635.0710900474,9229.857819905214
2293,Price,Wisconsin,13566,12.0,27161.0,115394,573.0,850611.8236768391,4223.794781070323
2294,Prince Edward,Virginia,22903,20.0,19751.0,199211,3315.0,869803.0825656027,14474.08636423176
2295,Prince George,Virginia,37704,12.0,27970.0,289029,1308.0,766573.8383195418,3469.127943984723
2296,Prince George's,Maryland,905161,10.0,34391.0,10157699,250365.0,1122198.0399067127,27659.720204471912
2297,Prince William,Virginia,450763,7.0,38225.0,4466869,58207.0,990957.3323453789,12912.99418985143
2298,Prince of Wales-Hyder Census Area,Alaska,6473,16.0,26695.0,9355,115.0,144523.40491271435,1776.6105360729184
2299,Providence,Rhode Island,633704,17.0,29025.0,8743901,277484.0,1379808.396349084,43787.635867849975
2300,Prowers,Colorado,12084,18.0,22033.0,105310,1922.0,871482.9526646805,15905.329361138696
2301,Pueblo,Colorado,163368,21.0,23110.0,1370155,32702.0,838692.3999804123,20017.384065422848
2302,Pulaski,Arkansas,392848,17.0,29855.0,3667089,59398.0,933462.5605832281,15119.842789068545
2303,Pulaski,Georgia,11396,22.0,18623.0,97465,4703.0,855256.2302562302,41268.866268866266
2304,Pulaski,Illinois,5691,17.0,20195.0,77722,374.0,1365700.2284308558,6571.780003514321
2305,Pulaski,Indiana,12761,13.0,24445.0,95796,3202.0,750693.5193166679,25092.07742339942
2306,Pulaski,Kentucky,63974,25.0,21036.0,471276,6497.0,736668.0213836872,10155.688248350893
2307,Pulaski,Missouri,53132,13.0,21715.0,309961,3435.0,583379.1312203568,6465.030490100128
2308,Pulaski,Virginia,34330,14.0,26328.0,169364,3498.0,493341.10107777454,10189.338770754443
2309,Pushmataha,Oklahoma,11132,20.0,22596.0,85884,991.0,771505.569529285,8902.263744160977
2310,Putnam,Florida,72435,28.0,18950.0,661435,12684.0,913142.8176986263,17510.871816110994
2311,Putnam,Georgia,21430,16.0,27498.0,225206,6835.0,1050891.2739150724,31894.540363975735
2312,Putnam,Illinois,5771,9.0,33697.0,37010,130.0,641309.9982671981,2252.6425229596257
2313,Putnam,Indiana,37543,12.0,23842.0,307268,6065.0,818442.8521961485,16154.809152172176
2314,Putnam,Missouri,4846,17.0,20729.0,22250,249.0,459141.56004952535,5138.258357408171
2315,Putnam,New York,99464,5.0,44063.0,806870,19808.0,811218.1291723639,19914.743022601142
2316,Putnam,Ohio,34037,7.0,28568.0,394462,10258.0,1158921.1740165115,30137.791227193935
2317,Putnam,Tennessee,75565,24.0,23337.0,1224210,16622.0,1620075.431747502,21996.956262820087
2318,Putnam,West Virginia,56644,9.0,30690.0,353219,5916.0,623577.0778899795,10444.177671068426
2319,Quay,New Mexico,8447,22.0,18220.0,40901,904.0,484207.41091511777,10702.024387356458
2320,Queen Anne's,Maryland,49071,6.0,40553.0,259609,7167.0,529047.7063846263,14605.36773246928
2321,Quitman,Georgia,2140,23.0,18921.0,16508,312.0,771401.8691588786,14579.43925233645
2322,Quitman,Mississippi,7537,38.0,15189.0,105081,1331.0,1394201.937110256,17659.546238556453
2323,Rabun,Georgia,16354,20.0,26942.0,148227,3262.0,906365.4151889447,19946.19053442583
2324,Racine,Wisconsin,195101,12.0,29582.0,2696396,39969.0,1382051.3477634662,20486.312217774386
2325,Radford city,Virginia,17380,41.0,19539.0,210245,767.0,1209695.0517836593,4413.118527042578
2326,Rains,Texas,11246,13.0,23976.0,61994,1910.0,551253.7791214654,16983.816468077537
2327,Raleigh,West Virginia,77097,17.0,23436.0,342151,3700.0,443792.8842886234,4799.149123831018
2328,Ralls,Missouri,10208,13.0,24686.0,76626,626.0,750646.5517241379,6132.44514106583
2329,Ramsey,Minnesota,537893,15.0,32544.0,5057550,114135.0,940252.0575653522,21218.904131490835
2330,Ramsey,North Dakota,11574,12.0,33884.0,167459,2343.0,1446855.0198721273,20243.64955935718
2331,Randall,Texas,130552,10.0,32922.0,1763607,23526.0,1350884.704945156,18020.40566211165
2332,Randolph,Alabama,22530,19.0,20983.0,211741,5244.0,939818.0204172215,23275.632490013315
2333,Randolph,Arkansas,17514,21.0,20932.0,194866,5891.0,1112629.8960831335,33635.94838414982
2334,Randolph,Georgia,7206,35.0,19781.0,99963,8355.0,1387218.9841798502,115945.04579517069
2335,Randolph,Illinois,32829,13.0,24716.0,440174,6705.0,1340808.4315696487,20424.015352279996
2336,Randolph,Indiana,25203,17.0,23427.0,223204,5066.0,885624.7272150142,20100.78165297782
2337,Randolph,Missouri,24987,16.0,19984.0,185967,1830.0,744255.0126065554,7323.808380357786
2338,Randolph,North Carolina,142827,17.0,22349.0,1233764,20199.0,863817.0654007996,14142.284021928628
2339,Randolph,West Virginia,29152,18.0,23642.0,179570,639.0,615978.3205268935,2191.9593852908893
2340,Rankin,Mississippi,149645,10.0,29056.0,1302084,25537.0,870115.2728123225,17065.05396104113
2341,Ransom,North Dakota,5411,7.0,33574.0,63597,1213.0,1175328.0354832748,22417.298096470153
2342,Rappahannock,Virginia,7359,9.0,38185.0,25227,432.0,342804.7289033836,5870.362821035466
2343,Ravalli,Montana,41387,16.0,25151.0,227168,2381.0,548887.3317708459,5753.0142315219755
2344,Rawlins,Kansas,2520,9.0,27615.0,35957,512.0,1426865.0793650793,20317.460317460318
2345,Ray,Missouri,22859,16.0,26781.0,129478,1163.0,566420.228356446,5087.711623430597
2346,Reagan,Texas,3735,18.0,25273.0,40281,1277.0,1078473.8955823292,34190.093708165994
2347,Real,Texas,3358,20.0,20873.0,33257,1668.0,990381.179273377,49672.42406194163
2348,Red Lake,Minnesota,4017,9.0,26988.0,33634,439.0,837291.5110779189,10928.55364700025
2349,Red River,Texas,12353,16.0,21177.0,67380,4663.0,545454.5454545454,37747.91548611673
2350,Red Willow,Nebraska,10870,11.0,25005.0,99730,664.0,917479.3008279669,6108.555657773689
2351,Redwood,Minnesota,15430,12.0,27543.0,139850,2863.0,906351.263771873,18554.763447828907
2352,Reeves,Texas,14791,15.0,18992.0,148585,3267.0,1004563.5859644377,22087.756067879112
2353,Refugio,Texas,7293,17.0,23959.0,78526,2854.0,1076731.1120252297,39133.41560400384
2354,Reno,Kansas,63360,14.0,25267.0,804390,9747.0,1269554.924242424,15383.522727272726
2355,Rensselaer,New York,159800,13.0,33067.0,623763,16109.0,390339.7997496871,10080.72590738423
2356,Renville,Minnesota,14798,11.0,31215.0,137686,4373.0,930436.5454791188,29551.29071496148
2357,Renville,North Dakota,2543,5.0,30888.0,32461,1075.0,1276484.467164766,42272.906016515924
2358,Republic,Kansas,4705,12.0,27121.0,59121,1014.0,1256556.8544102018,21551.54091392136
2359,Reynolds,Missouri,6361,17.0,21593.0,43159,295.0,678493.9474925327,4637.635591888068
2360,Rhea,Tennessee,32478,22.0,22031.0,404132,5910.0,1244325.389494427,18196.933308701275
2361,Rice,Kansas,9868,16.0,23355.0,84651,177.0,857833.4008917713,1793.6765301986218
2362,Rice,Minnesota,65251,12.0,28603.0,730684,7042.0,1119805.0604588436,10792.17176748249
2363,Rich,Utah,2307,18.0,19512.0,9255,0.0,401170.3511053316,0.0
2364,Richardson,Nebraska,8045,16.0,28109.0,55293,1330.0,687296.4574269734,16532.00745804848
2365,Richland,Illinois,15953,15.0,25262.0,143892,4153.0,901974.5502413339,26032.72111828496
2366,Richland,Montana,11405,6.0,33708.0,97159,1320.0,851898.2902235861,11573.871109162648
2367,Richland,North Dakota,16333,10.0,29818.0,175468,1522.0,1074315.8023633135,9318.557521582074
2368,Richland,Ohio,121533,15.0,23440.0,821832,11383.0,676221.2732344301,9366.180378991714
2369,Richland,South Carolina,404869,18.0,28018.0,4490746,66233.0,1109184.946241871,16359.11862849465
2370,Richland,Wisconsin,17626,14.0,24941.0,132045,2151.0,749148.9844547827,12203.562918415977
2371,Richmond,Georgia,201568,24.0,21464.0,2364486,47231.0,1173046.3168756946,23431.79472932211
2372,Richmond,North Carolina,45447,26.0,19966.0,398458,7537.0,876753.1410214095,16584.15296939292
2373,Richmond,Virginia,8873,16.0,19728.0,145947,1390.0,1644843.9084864194,15665.502084976895
2374,Richmond city,Virginia,220892,26.0,30113.0,1582304,18997.0,716324.7197725585,8600.130380457418
2375,Riley,Kansas,75696,23.0,26620.0,653806,3218.0,863725.9564574086,4251.215387867259
2376,Ringgold,Iowa,4986,11.0,27621.0,42425,995.0,850882.4709185719,19955.8764540714
2377,Rio Arriba,New Mexico,39455,26.0,19602.0,278200,5337.0,705107.0840197693,13526.802686604993
2378,Rio Blanco,Colorado,6557,12.0,28184.0,30287,225.0,461903.30944029277,3431.4473082202226
2379,Rio Grande,Colorado,11430,18.0,22412.0,58265,1038.0,509755.03062117234,9081.364829396325
2380,Ripley,Indiana,28372,10.0,25385.0,287772,5336.0,1014281.6861694627,18807.27477795009
2381,Ripley,Missouri,13807,23.0,18434.0,83587,1008.0,605395.8137176795,7300.644600564931
2382,Ritchie,West Virginia,10005,19.0,21533.0,38442,609.0,384227.8860569715,6086.95652173913
2383,Riverside,California,2355002,16.0,25700.0,25898035,379800.0,1099703.3123538748,16127.374838747482
2384,Roane,Tennessee,52926,16.0,25555.0,508676,6320.0,961107.9620602351,11941.200922042097
2385,Roane,West Virginia,14348,19.0,20723.0,38417,709.0,267751.6030108726,4941.455255087817
2386,Roanoke,Virginia,93419,8.0,33717.0,583330,7128.0,624423.2971879382,7630.1394791209495
2387,Roanoke city,Virginia,99572,22.0,24697.0,757071,13004.0,760325.1918209938,13059.896356405414
2388,Roberts,South Dakota,10250,19.0,25767.0,117410,2991.0,1145463.4146341465,29180.487804878052
2389,Roberts,Texas,889,3.0,34555.0,5511,86.0,619910.0112485939,9673.79077615298
2390,Robertson,Kentucky,2161,30.0,21764.0,15073,658.0,697501.1568718186,30448.86626561777
2391,Robertson,Tennessee,68575,11.0,26441.0,905727,11585.0,1320783.084214364,16893.911775428365
2392,Robertson,Texas,16727,15.0,23337.0,137797,2150.0,823799.844562683,12853.470437017995
2393,Robeson,North Carolina,134187,30.0,17161.0,1587094,24412.0,1182747.9562103632,18192.52237549092
2394,Rock,Minnesota,9433,11.0,29000.0,120478,1224.0,1277197.0741015584,12975.723523799428
2395,Rock,Nebraska,1381,10.0,33867.0,12699,244.0,919551.0499637944,17668.35626357712
2396,Rock,Wisconsin,161226,14.0,26954.0,1661541,17507.0,1030566.4098842618,10858.670437770583
2397,Rock Island,Illinois,146205,15.0,27822.0,1475471,34606.0,1009179.5766218666,23669.5051468828
2398,Rockbridge,Virginia,22440,16.0,31534.0,80206,1364.0,357424.24242424243,6078.43137254902
2399,Rockcastle,Kentucky,16815,21.0,19750.0,111580,1005.0,663574.1897115671,5976.806422836753
2400,Rockdale,Georgia,88482,16.0,24254.0,664508,12950.0,751009.2448181551,14635.745123301913
2401,Rockingham,New Hampshire,302479,5.0,43474.0,1428956,32263.0,472414.9445085444,10666.195008579109
2402,Rockingham,North Carolina,91566,18.0,22521.0,609010,4623.0,665104.9516195968,5048.81724657624
2403,Rockingham,Virginia,78653,10.0,28884.0,594248,8082.0,755531.257548981,10275.513966409419
2404,Rockland,New York,325027,14.0,36898.0,5897979,159442.0,1814612.0168478312,49055.00158448375
2405,Rockwall,Texas,90414,6.0,38933.0,821349,10261.0,908431.2164045391,11348.906142853983
2406,Roger Mills,Oklahoma,3734,18.0,27797.0,31427,754.0,841644.349223353,20192.822710230317
2407,Rogers,Oklahoma,90098,9.0,29824.0,865594,13345.0,960724.9883460233,14811.649537170637
2408,Rolette,North Dakota,14657,32.0,18075.0,202124,2632.0,1379027.0860339769,17957.29003206659
2409,Rooks,Kansas,5148,11.0,25415.0,58073,1148.0,1128069.1530691532,22299.922299922302
2410,Roosevelt,Montana,11218,29.0,18030.0,176507,5452.0,1573426.6357639509,48600.4635407381
2411,Roosevelt,New Mexico,19313,27.0,18954.0,177146,3395.0,917237.0941852638,17578.83291047481
2412,Roscommon,Michigan,23934,20.0,22333.0,104248,2807.0,435564.4689562965,11728.085568647113
2413,Roseau,Minnesota,15537,9.0,27935.0,166317,1206.0,1070457.617300637,7762.116238656111
2414,Rosebud,Montana,9292,19.0,23831.0,152096,4299.0,1636848.9022815325,46265.6048213517
2415,Ross,Ohio,77125,19.0,22714.0,538228,11033.0,697864.5056726094,14305.348460291734
2416,Routt,Colorado,24359,11.0,38111.0,137468,3086.0,564341.7217455561,12668.828769653926
2417,Rowan,Kentucky,24392,27.0,19032.0,153073,504.0,627554.1161036405,2066.2512299114464
2418,Rowan,North Carolina,138940,17.0,23838.0,1377039,31391.0,991103.3539657407,22593.20570030229
2419,Runnels,Texas,10266,16.0,22190.0,108964,2646.0,1061406.5848431715,25774.400935125657
2420,Rush,Indiana,16765,18.0,23749.0,149801,2095.0,893534.1485237102,12496.271995228155
2421,Rush,Kansas,3119,7.0,25983.0,39430,0.0,1264187.2394998397,0.0
2422,Rusk,Texas,53026,16.0,23521.0,339265,6913.0,639808.7730547279,13037.00071662958
2423,Rusk,Wisconsin,14211,15.0,23573.0,119967,1338.0,844184.0827527972,9415.241714165084
2424,Russell,Alabama,58480,21.0,21279.0,513888,1344.0,878741.4500683994,2298.2216142270863
2425,Russell,Kansas,6987,14.0,25686.0,79697,1974.0,1140646.9157005867,28252.46887075998
2426,Russell,Kentucky,17731,25.0,18857.0,148168,4030.0,835643.7877164289,22728.554509051944
2427,Russell,Virginia,27725,18.0,21673.0,174045,2177.0,627754.7339945898,7852.119026149685
2428,Rutherford,North Carolina,66523,20.0,21092.0,593703,17373.0,892477.789636667,26115.779504832917
2429,Rutherford,Tennessee,298456,12.0,27932.0,3921441,36300.0,1313909.2529552095,12162.596831693783
2430,Rutland,Vermont,59676,11.0,28443.0,74674,954.0,125132.381526912,1598.6326161270863
2431,Sabine,Texas,10429,20.0,20876.0,44727,2899.0,428871.4162431681,27797.487774475023
2432,Sac,Iowa,9936,9.0,29502.0,130188,1386.0,1310265.7004830916,13949.27536231884
2433,Sacramento,California,1495400,17.0,29693.0,8880601,137287.0,593861.2411394945,9180.620569747225
2434,Sagadahoc,Maine,35149,11.0,32947.0,55870,65.0,158951.8905232012,184.9270249509232
2435,Saginaw,Michigan,193803,18.0,25348.0,1655412,62770.0,854172.5360288541,32388.55951662255
2436,Saguache,Colorado,6338,21.0,22267.0,44928,689.0,708867.150520669,10870.937204165351
2437,Salem,New Jersey,63776,14.0,31681.0,471374,25812.0,739108.7556447566,40472.90516808831
2438,Salem city,Virginia,25521,9.0,30141.0,165505,3456.0,648505.1526194115,13541.789114846597
2439,Saline,Arkansas,116252,8.0,28410.0,1018341,12776.0,875977.1874892475,10989.918453015862
2440,Saline,Illinois,24430,21.0,22725.0,206058,4725.0,843462.9553827262,19340.974212034384
2441,Saline,Kansas,55334,13.0,27951.0,506753,7443.0,915807.6408717966,13451.04275852098
2442,Saline,Missouri,23010,17.0,21728.0,298166,3358.0,1295810.5171664495,14593.654932637983
2443,Saline,Nebraska,14325,12.0,22324.0,291660,641.0,2036020.942408377,4474.694589877837
2444,Salt Lake,Utah,1106700,11.0,30134.0,14799003,90166.0,1337219.0295473028,8147.284720339749
2445,Saluda,South Carolina,20228,21.0,20390.0,189643,4953.0,937527.1900336168,24485.861182519282
2446,Sampson,North Carolina,63664,24.0,20872.0,774391,9064.0,1216371.889922091,14237.245539080172
2447,San Augustine,Texas,8403,24.0,21066.0,75347,4249.0,896667.8567178389,50565.274306795196
2448,San Benito,California,58671,10.0,30012.0,518162,4718.0,883165.4480066814,8041.451483697228
2449,San Bernardino,California,2121220,18.0,22867.0,25587876,265046.0,1206281.102384477,12494.979304362585
2450,San Diego,California,3283665,13.0,34350.0,22162640,289663.0,674936.0851365776,8821.332261360401
2451,San Francisco,California,864263,12.0,59508.0,3816784,38425.0,441622.9781906665,4445.9846134799245
2452,San Jacinto,Texas,27436,17.0,22307.0,77882,2951.0,283867.91077416536,10755.94109928561
2453,San Joaquin,California,724153,17.0,24694.0,6830174,115304.0,943194.877325648,15922.60199156808
2454,San Juan,Colorado,569,3.0,28889.0,3752,0.0,659402.460456942,0.0
2455,San Juan,New Mexico,128221,21.0,22665.0,1513972,63459.0,1180751.9829045164,49491.892903658525
2456,San Juan,Utah,15193,28.0,17384.0,247803,7054.0,1631034.0288290659,46429.27664055815
2457,San Juan,Washington,16221,11.0,40784.0,13260,0.0,81745.88496393565,0.0
2458,San Luis Obispo,California,280119,16.0,33972.0,1603329,13255.0,572374.2409475973,4731.917506488314
2459,San Mateo,California,763450,7.0,53516.0,3787944,51351.0,496161.37271596043,6726.177221821992
2460,San Miguel,Colorado,7804,10.0,42014.0,57252,0.0,733623.782675551,0.0
2461,San Miguel,New Mexico,28203,31.0,18012.0,92942,448.0,329546.50214516185,1588.4834946636881
2462,San Patricio,Texas,66867,15.0,24613.0,440637,16679.0,658975.2792857464,24943.544648331765
2463,San Saba,Texas,5851,17.0,22481.0,55308,1337.0,945274.3120834045,22850.794735942574
2464,Sanborn,South Dakota,2366,10.0,31965.0,35238,269.0,1489349.1124260356,11369.399830938291
2465,Sanders,Montana,11414,21.0,23020.0,47248,571.0,413947.7834238654,5002.628351147713
2466,Sandoval,New Mexico,138815,15.0,27406.0,998919,19760.0,719604.5095991067,14234.772899182364
2467,Sandusky,Ohio,59559,14.0,25219.0,401216,8391.0,673644.6212998875,14088.550848738227
2468,Sangamon,Illinois,198134,16.0,33277.0,1615291,26460.0,815251.799287351,13354.59840310093
2469,Sanilac,Michigan,41535,15.0,23924.0,163058,6427.0,392579.75201637176,15473.696882147586
2470,Sanpete,Utah,28892,16.0,17426.0,255364,1216.0,883857.123079053,4208.777516267479
2471,Santa Barbara,California,442996,15.0,32871.0,3136248,33865.0,707963.0515851158,7644.538551138158
2472,Santa Clara,California,1911226,9.0,48689.0,9548864,138941.0,499619.825180277,7269.731575439012
2473,Santa Cruz,Arizona,46358,22.0,19482.0,989070,18733.0,2133547.607748393,40409.422321929334
2474,Santa Cruz,California,273263,15.0,36388.0,1177815,10895.0,431018.83533445804,3987.001533321379
2475,Santa Fe,New Mexico,147514,14.0,35801.0,870570,8554.0,590160.9338774625,5798.771642013639
2476,Santa Rosa,Florida,166778,12.0,28908.0,1759933,23453.0,1055254.889733658,14062.406312583194
2477,Sarasota,Florida,404839,11.0,37054.0,2923784,85684.0,722209.0757066389,21164.95693349702
2478,Saratoga,New York,226632,7.0,39653.0,792841,8072.0,349836.2984927107,3561.7212044195
2479,Sargent,North Dakota,3883,4.0,36207.0,44675,583.0,1150527.9423126448,15014.164305949007
2480,Sarpy,Nebraska,175188,5.0,33103.0,2011127,10627.0,1147982.167728383,6066.054752608626
2481,Sauk,Wisconsin,63340,11.0,28331.0,576660,3889.0,910419.955794127,6139.880012630249
2482,Saunders,Nebraska,20953,9.0,31163.0,224679,1457.0,1072299.909320861,6953.658187371737
2483,Sawyer,Wisconsin,16384,18.0,29712.0,143276,1351.0,874487.3046874999,8245.849609375
2484,Schenectady,New York,155239,13.0,29981.0,831486,17958.0,535616.6942585304,11567.969389135462
2485,Schleicher,Texas,3122,10.0,28112.0,23994,712.0,768545.803971813,22805.893657911594
2486,Schley,Georgia,5168,22.0,19761.0,36887,510.0,713757.7399380805,9868.42105263158
2487,Schoharie,New York,31611,13.0,26953.0,75618,682.0,239214.1975894467,2157.476827686565
2488,Schoolcraft,Michigan,8114,22.0,21534.0,26638,396.0,328296.77101306384,4880.453537096377
2489,Schuyler,Illinois,7181,22.0,23670.0,57220,1092.0,796824.9547416795,15206.795710903774
2490,Schuyler,Missouri,4450,18.0,19882.0,22838,106.0,513213.4831460674,2382.0224719101125
2491,Schuyler,New York,18112,15.0,25285.0,62433,833.0,344705.167844523,4599.160777385159
2492,Schuylkill,Pennsylvania,144287,12.0,25224.0,979121,35104.0,678592.6660059465,24329.288154858023
2493,Scioto,Ohio,76871,24.0,22586.0,466313,5215.0,606617.5801017289,6784.092830846483
2494,Scotland,Missouri,4883,17.0,23785.0,26396,389.0,540569.32213803,7966.414089698956
2495,Scotland,North Carolina,35445,30.0,17103.0,374565,6866.0,1056749.8942022852,19370.856256171533
2496,Scott,Arkansas,10584,21.0,18077.0,76245,986.0,720379.8185941043,9315.948601662887
2497,Scott,Illinois,5109,15.0,26918.0,40455,71.0,791837.933059307,1389.7044431395575
2498,Scott,Indiana,23722,14.0,24186.0,239704,5533.0,1010471.2924711239,23324.34027485035
2499,Scott,Iowa,171493,12.0,30798.0,1788102,17904.0,1042667.6307487768,10440.07627133469
2500,Scott,Kansas,4981,4.0,31825.0,67859,1239.0,1362356.9564344508,24874.523188114836
2501,Scott,Kentucky,52322,12.0,30702.0,351335,3327.0,671486.1817208822,6358.701884484538
2502,Scott,Minnesota,141463,6.0,38322.0,1389147,11692.0,981986.1023730587,8265.058707930695
2503,Scott,Mississippi,28399,28.0,20520.0,403558,7939.0,1421028.9094686431,27955.209690482057
2504,Scott,Missouri,38858,20.0,22939.0,429294,8318.0,1104776.3652272376,21406.145452673838
2505,Scott,Tennessee,21949,26.0,18748.0,210727,2497.0,960075.6298692424,11376.3724998861
2506,Scott,Virginia,22290,18.0,20969.0,140751,3711.0,631453.5666218036,16648.72139973082
2507,Scotts Bluff,Nebraska,36509,13.0,26532.0,459245,6542.0,1257895.3134843463,17918.869319893725
2508,Screven,Georgia,14037,23.0,20255.0,109099,3044.0,777224.47816485,21685.54534444682
2509,Scurry,Texas,17346,13.0,24140.0,291890,4255.0,1682751.066528306,24530.151043468235
2510,Searcy,Arkansas,7925,17.0,21476.0,62636,968.0,790359.6214511041,12214.511041009464
2511,Sebastian,Arkansas,127362,23.0,23916.0,1440999,23314.0,1131419.8897630377,18305.30299461378
2512,Sedgwick,Colorado,2357,17.0,24666.0,16749,293.0,710606.7034365719,12431.056427662283
2513,Sedgwick,Kansas,510484,15.0,27583.0,5010455,39333.0,981510.6839783421,7705.040706466803
2514,Seminole,Florida,449260,12.0,31363.0,2998059,54776.0,667332.7249254329,12192.494323999465
2515,Seminole,Georgia,8549,26.0,21257.0,109743,2404.0,1283693.9992981637,28120.247982220142
2516,Seminole,Oklahoma,25246,23.0,19605.0,243064,2795.0,962782.2229264041,11071.060762100926
2517,Seneca,New York,34843,12.0,26541.0,102589,2995.0,294432.1671497862,8595.700714634217
2518,Seneca,Ohio,55549,15.0,25004.0,380566,5869.0,685099.6417577274,10565.446722713279
2519,Sequatchie,Tennessee,14654,14.0,22744.0,132365,1576.0,903268.7320868023,10754.742732359766
2520,Sequoyah,Oklahoma,41364,25.0,19253.0,354462,3254.0,856933.5654192051,7866.744028623924
2521,Sevier,Arkansas,17206,21.0,18388.0,374989,4139.0,2179408.34592584,24055.562013251194
2522,Sevier,Tennessee,95523,15.0,23298.0,1155408,10034.0,1209560.001256242,10504.276456978947
2523,Sevier,Utah,20961,13.0,21196.0,154769,715.0,738366.4901483709,3411.0967988168504
2524,Seward,Kansas,22948,19.0,21158.0,602486,3045.0,2625440.125501133,13269.130207425484
2525,Seward,Nebraska,17045,9.0,29398.0,186867,2198.0,1096315.6350836023,12895.277207392197
2526,Shackelford,Texas,3348,18.0,24296.0,18015,80.0,538082.4372759856,2389.486260454002
2527,Shannon,Missouri,8273,31.0,17903.0,54402,1138.0,657584.9147830291,13755.590475039286
2528,Sharkey,Mississippi,4631,29.0,17192.0,68895,2839.0,1487691.643273591,61304.253940833514
2529,Sharp,Arkansas,17041,23.0,20078.0,139589,4243.0,819136.2009271756,24898.773546153392
2530,Shasta,California,178919,18.0,26455.0,912412,11954.0,509958.13748120656,6681.235642944573
2531,Shawano,Wisconsin,41136,12.0,26627.0,562646,7310.0,1367770.322831583,17770.322831583042
2532,Shawnee,Kansas,178392,13.0,28584.0,1506501,26990.0,844489.1026503431,15129.602224314993
2533,Sheboygan,Wisconsin,115094,8.0,28849.0,1401279,11428.0,1217508.2975654681,9929.275201139937
2534,Shelby,Alabama,208721,9.0,35330.0,2266328,19207.0,1085816.9518160608,9202.236478361066
2535,Shelby,Illinois,21906,12.0,24808.0,217117,3923.0,991130.2839404729,17908.33561581302
2536,Shelby,Indiana,44339,11.0,27317.0,587692,15129.0,1325451.634001669,34121.202553057126
2537,Shelby,Iowa,11772,9.0,30799.0,130100,2279.0,1105164.7978253483,19359.49711179069
2538,Shelby,Kentucky,45831,12.0,30240.0,453486,6378.0,989474.3732408196,13916.344832100543
2539,Shelby,Missouri,6084,15.0,22349.0,35658,384.0,586094.6745562131,6311.63708086785
2540,Shelby,Ohio,48902,9.0,28410.0,396337,3492.0,810471.964336837,7140.812236718334
2541,Shelby,Tennessee,937847,21.0,28117.0,10656597,158408.0,1136283.1037471998,16890.601558676415
2542,Shelby,Texas,25689,23.0,20686.0,177254,7456.0,689999.6107283273,29024.09591654015
2543,Shenandoah,Virginia,42854,10.0,27016.0,365922,15517.0,853880.6179119803,36208.98865916834
2544,Sherburne,Minnesota,92024,7.0,33048.0,886774,7558.0,963633.3999826133,8213.07485003912
2545,Sheridan,Kansas,2497,5.0,30165.0,44177,0.0,1769203.043652383,0.0
2546,Sheridan,Montana,3568,12.0,32833.0,36630,386.0,1026625.5605381165,10818.385650224214
2547,Sheridan,Nebraska,5241,16.0,25817.0,42997,1019.0,820396.8708261782,19442.854417095976
2548,Sheridan,North Dakota,1403,15.0,34172.0,11529,209.0,821739.1304347826,14896.650035637918
2549,Sheridan,Wyoming,29964,7.0,31643.0,282173,1883.0,941706.7147243358,6284.207715925777
2550,Sherman,Kansas,5999,17.0,25653.0,62023,818.0,1033888.9814969162,13635.605934322386
2551,Sherman,Nebraska,3048,11.0,27983.0,18272,543.0,599475.0656167979,17814.96062992126
2552,Sherman,Oregon,1635,14.0,34226.0,5755,0.0,351987.76758409786,0.0
2553,Sherman,Texas,3067,15.0,25358.0,19919,701.0,649462.0149983697,22856.21128138246
2554,Shiawassee,Michigan,68617,13.0,25218.0,368160,11383.0,536543.4221840069,16589.183438506494
2555,Shoshone,Idaho,12490,17.0,23834.0,100305,4181.0,803082.4659727783,33474.77982385909
2556,Sibley,Minnesota,14888,9.0,29884.0,118801,954.0,797964.8038688876,6407.845244492208
2557,Sierra,California,2885,12.0,31750.0,3547,0.0,122946.27383015597,0.0
2558,Sierra,New Mexico,11254,21.0,22749.0,58499,2837.0,519806.291096499,25208.814643682246
2559,Silver Bow,Montana,34514,19.0,26248.0,315016,4724.0,912719.4761546039,13687.199397346005
2560,Simpson,Kentucky,17881,17.0,22663.0,150631,2614.0,842408.1427213243,14618.869190761143
2561,Simpson,Mississippi,27215,27.0,19336.0,332772,11032.0,1222752.1587359912,40536.468859085064
2562,Sioux,Iowa,34692,8.0,27339.0,616729,5314.0,1777726.8534532457,15317.652484722703
2563,Sioux,Nebraska,1256,12.0,26852.0,3743,0.0,298009.5541401274,0.0
2564,Sioux,North Dakota,4420,37.0,15944.0,75558,1240.0,1709457.0135746605,28054.298642533933
2565,Siskiyou,California,43530,21.0,24605.0,134674,901.0,309382.0353779003,2069.836894096026
2566,Sitka City and Borough,Alaska,8810,9.0,36617.0,32304,0.0,366674.23382519867,0.0
